Subject Code,Course Number,Name,Description,Dept Code,Dept Description
RHAB MED,923,Physical Medicine and Rehabilitation-Marshfield,Clinical elective for fourth year medical students.,840,REHABILITATION MEDICINE
RP & SE,100,Disability and Society,"Introductory, interdisciplinary course provides life-span perspectives on disability, relevant for both education and non-education majors. Introduces students to theoretical, cultural, and political models of disability and explores the lived experiences of persons with disabilities (or people who are perceived to have disabilities) in society.",194,REHABILITATION PSYCHOLOGY AND SPECIAL EDUCATION
RP & SE,200,Issues in Special Education,"Designed for students interested in learning about special education, particularly careers in this field. Course will provide information on the history and evolution of special education and special educators? roles.",194,REHABILITATION PSYCHOLOGY AND SPECIAL EDUCATION
RP & SE,300,Individuals with Disabilities,"An overview of the characteristics and problems of exceptional children and youth. Definition and classification systems, etiology of handicapping conditions, educational services, and adult adjustment. Current controversies and future trends.",194,REHABILITATION PSYCHOLOGY AND SPECIAL EDUCATION
RP & SE,310,Positive Psychology and Well Being,"Introduction to positive psychology, or the science of human strengths, mental health, and well-being. Covers theory and current research on positive psychology including concepts of optimism, flow, gratitude, and purpose in life. Positive psychology concepts are discussed within the context of health promotion, with an emphasis on minimizing the impact of illness and disability. Students learn to apply positive psychology concepts in personal and professional contexts to cultivate fulfilling, healthy, and meaningful lives for themselves and individuals around them.",194,REHABILITATION PSYCHOLOGY AND SPECIAL EDUCATION
RP & SE,330,Behavior Analysis: Applications to Persons with Disabilities,"Children with exceptional learning and behavior characteristics (contrasting views and practices); a humanistic behavioral approach; development and evaluation of behavior change programs, classification and foundations of exceptional learning and behavior characteristics, and facilitating behavior change in different settings.",194,REHABILITATION PSYCHOLOGY AND SPECIAL EDUCATION
RP & SE,365,Teaching Mathematics in Inclusive Settings,Designed to introduce preservice teachers to a variety of approaches for teaching mathematics to students in inclusive schools.,194,REHABILITATION PSYCHOLOGY AND SPECIAL EDUCATION
RP & SE,401,Augmentative and Alternative Communication and Assistive Technology for Students with Disabilities,Covers theoretical foundations for the assessment and selection of assistive technology and augmentative and alternative communication (AAC) for students with significant disabilities.,194,REHABILITATION PSYCHOLOGY AND SPECIAL EDUCATION
RP & SE,402,Methods in Teaching Functional Skills,"Applies knowledge and skills for functional assessment and applied behavior analysis in the design and implementation of an individualized, functional curriculum for students with moderate to profound intellectual disabilities and autism spectrum disorders.",194,REHABILITATION PSYCHOLOGY AND SPECIAL EDUCATION
RP & SE,403,Promoting Adolescent Literacy for Students with Disabilities,Designed to prepare future special educators to plan and provide language and reading instruction to adolescents with disabilities.,194,REHABILITATION PSYCHOLOGY AND SPECIAL EDUCATION
RP & SE,404,Methods in Teaching Science & Social Studies for Students with Disabilities,Prepares future special educators to plan and provide Science and Social Studies instruction to a broad range of students with disabilities.,194,REHABILITATION PSYCHOLOGY AND SPECIAL EDUCATION
RP & SE,405,Current Topics in Special Education,"Explores current issues, topics, and trends in special education.",194,REHABILITATION PSYCHOLOGY AND SPECIAL EDUCATION
RP & SE,457,Elementary Student Teaching Seminar - Elementary/Special Education Dual Major,"Course addresses professionalism, research and problem solving, assessment, and collaborative skills relevant to the elementary and special education student teaching placement for students in the Elementary/Special Education Dual Major degree program.",194,REHABILITATION PSYCHOLOGY AND SPECIAL EDUCATION
RP & SE,464,"Diagnosis, Assessment, and Instructional Planning in Special Education",Introduction to assessment terms and tools used to assist in the identification and diagnosis of students with disabilities; provide the skills necessary to collect and use assessment data to promote the successful outcomes in core academic instruction for students with disabilities.,194,REHABILITATION PSYCHOLOGY AND SPECIAL EDUCATION
RP & SE,465,Language and Reading Instruction for Students with Disabilities,Designed to prepare future special educators to plan and provide language and reading instruction to a broad range of students with disabilities.,194,REHABILITATION PSYCHOLOGY AND SPECIAL EDUCATION
RP & SE,466,Diversity in Special Education,Introductory overview of special education for culturally and linguistically diverse (CLD) learners with disabilities.,194,REHABILITATION PSYCHOLOGY AND SPECIAL EDUCATION
RP & SE,467,Elementary Student Teaching Seminar,"Course addresses professionalism, research and problem solving, assessment, and collaborative skills relevant to the elementary special education student teaching placement.",194,REHABILITATION PSYCHOLOGY AND SPECIAL EDUCATION
RP & SE,468,Secondary Student Teaching Seminar,"Course addresses professionalism, research and problem solving, assessment, and collaborative skills relevant to the secondary special education student teaching placement.",194,REHABILITATION PSYCHOLOGY AND SPECIAL EDUCATION
RP & SE,472,Methods in Transition and Vocational Education,"Provides information and methods necessary to provide individualized programming in transition and vocational education for students with disabilities, grades six through twelve.",194,REHABILITATION PSYCHOLOGY AND SPECIAL EDUCATION
RP & SE,473,Management: Students with Learning and Behavioral Disabilities,Topics and issues regarding the educational management of students with learning and behavioral disabilities in grades kindergarten through twelve.,194,REHABILITATION PSYCHOLOGY AND SPECIAL EDUCATION
RP & SE,474,Diagnosis and Assessment: Learning and Behavioral Disabilities,"Educational evaluation, including participation in Multi-Disciplinary Team planning and curriculum based assessment of pupils with learning and behavioral disabilities in grades kindergarten through twelve.",194,REHABILITATION PSYCHOLOGY AND SPECIAL EDUCATION
